gender,product_category,product_name,details,category_type,combined_features
men,JACKETS,satin bomber jacket limited edition,varsity jacket slightly pad interior rib collar long sleeve elastic cuff hip welt pocket interior pocket detail adjustable hem elastic zip fastening,Top,satin bomber jacket bomber long
men,JACKETS,rubberise jacket limited edition,jacket fabric rubberise finish lapel collar contrast corduroy fabric long sleeve feature adjustable cuff tab patch pocket flap hip inner pocket detail adjustable hem elastic side zip fastening hide snapbutton placketview,Top,rubberise jacket lapel long
men,JACKETS,technical jacket limited edition,jacket high neck adjustable drawstring long sleeve elasticate cuff patch pocket flap hip adjustable hem drawstring zipup hide snapbutton placket,Top,jacket long
men,JACKETS,light padded jacket,puffer jacket technical fabric high neck long sleeve hip welt pocket elastic trim zip fasten,Top,jacket puffer puffer long
men,JACKETS,boxy fit jacket topstitching,collared boxyfit jacket texture cotton long sleeve buttoned cuff patch pocket flap hip contrast topstitche detail garment buttonup,Top,cotton jacket long
men,JACKETS,boxy fit technical jacket,jacket lightweight technical fabric high neck long sleeve elasticate cuff adjustable tab patch pocket flap hip zipup hide snapbutton placket,Top,jacket lightweight long
men,JACKETS,lyocell jacket,jacket lyocell lapel collar long sleeve buttoned cuff patch pocket hip buttonup,Top,lyocell jacket lapel long
men,JACKETS,crop bomber jacket,jacket cotton blend fabric high neck long sleeve hip welt pocket rib trim crop length zipup hide snapbutton placket,Top,cotton bomber jacket bomber crop long
men,JACKETS,reflective effect jacket,jacket lightweight reflective technical fabric high neck stowaway hood inside long sleeve elastic cuff thermoseale inner seam pocket autolock zip fasten chest hip pocket adjustable hem elastic side logo print frontzara athleticzview,Top,hood jacket lightweight thermoseale long
men,JACKETS,technical anorak windbreaker,anorak windbreaker lightweight technical fabric high neck adjustable hood autolock zip fasten long sleeve elastic cuff pocket zip chest adjustable hem elastic side logo print frontzara athleticzview,Top,anorak hood anorak lightweight windbreaker long
men,JACKETS,technical windbreaker jacket,jacket lightweight technical fabric high neck adjustable hood long sleeve feature adjustable cuff tab hip welt pocket adjustable hem elastic side logo print frontzara athleticzview,Top,hood jacket lightweight windbreaker long
men,JACKETS,linen cotton overshirt,relaxed fit collared overshirt linen cotton blend fabric feature long sleeve buttoned cuff hip flap pocket buttonup,Top,cotton linen overshirt long
men,JACKETS,hood technical jacket,technical fabric jacket high neck adjustable hood long sleeve zip pocket chest hip lining mesh texture fabric elasticate trim zipup,Top,hood jacket long
men,HOODIES_SWEATSHIRTS,sweatshirt zip collar,sweatshirt feature high neck zip fasten long sleeve rib trim,Top,sweatshirt sweatshirt long
men,HOODIES_SWEATSHIRTS,reflective effect jacket,jacket lightweight reflective technical fabric high neck stowaway hood inside long sleeve elastic cuff thermoseale inner seam pocket autolock zip fasten chest hip pocket adjustable hem elastic side logo print frontzara athleticzview,Top,hood jacket lightweight thermoseale long
men,HOODIES_SWEATSHIRTS,cotton hoodie,hoodie compact cotton fabric adjustable hood long sleeve pouch pocket rib trimszara athleticz,Top,cotton hood hoodie hoodie long
men,HOODIES_SWEATSHIRTS,premium sweatshirt,loosefitte sweatshirt wide ribbed neck short sleeve,Top,short sweatshirt sweatshirt short
men,HOODIES_SWEATSHIRTS,sweatshirt contrast trim,loosefitte sweatshirt round neck short sleeve contrast pipe detail rib trim,Top,short sweatshirt sweatshirt short
men,HOODIES_SWEATSHIRTS,rib sweatshirt,short sleeve sweatshirt round neck,Top,short sweatshirt sweatshirt short
men,HOODIES_SWEATSHIRTS,polo sweatshirt,collar polo shirt buttoned hide placket long sleeve rib trim,Top,polo shirt sweatshirt sweatshirt long
men,HOODIES_SWEATSHIRTS,polo sweatshirt,collar polo compact cotton fabric button fasten long sleeve rib trim,Top,cotton polo sweatshirt sweatshirt long
men,HOODIES_SWEATSHIRTS,contrast print sweatshirt,sweatshirt round neck long sleeve contrast print rib trim,Top,sweatshirt sweatshirt long
men,HOODIES_SWEATSHIRTS,print sweatshirt slogan,oversize sweatshirt round neck long sleeve contrast slogan print rib trim,Top,sweatshirt sweatshirt long
men,HOODIES_SWEATSHIRTS,notorious big brooklyn mint sweatshirt,long sleeve sweatshirt round neckline notorious big brooklyn mint llc contrast slogan print fade effect rib trim,Top,sweatshirt sweatshirt long
men,HOODIES_SWEATSHIRTS,contrast print sweatshirt,sweatshirt round neckline long sleeve contrast print embroidery rib trim,Top,sweatshirt sweatshirt long
men,HOODIES_SWEATSHIRTS,contrast print sweatshirt,sweatshirt round neckline long sleeve contrast print rib trim,Top,sweatshirt sweatshirt long
men,HOODIES_SWEATSHIRTS,contrast print sweatshirt,boxy fit sweatshirt round neck short sleeve contrast print,Top,short sweatshirt sweatshirt short
men,HOODIES_SWEATSHIRTS,paper patch sweatshirt,loosefitte sweatshirt round neck short sleeve patch kraft paper print slogan irregular finish contrast topstitche detail,Top,short sweatshirt sweatshirt short
men,HOODIES_SWEATSHIRTS,sweatshirt print slogan,loosefitte sweatshirt round neck short sleeve feature contrast slogan print garment,Top,short sweatshirt sweatshirt short
men,HOODIES_SWEATSHIRTS,sweatshirt embroidery slogan,round neck sweatshirt short sleeve contrast embroidery print rib trim,Top,short sweatshirt sweatshirt short
men,HOODIES_SWEATSHIRTS,print sweatshirt slogan,sweatshirt round neck short sleeve feature contrast print,Top,short sweatshirt sweatshirt short
men,HOODIES_SWEATSHIRTS,sweatshirt print slogan,sweatshirt round neck short sleeve contrast print,Top,short sweatshirt sweatshirt short
men,HOODIES_SWEATSHIRTS,mickey mouse disney sweatshirt,loosefitte short sleeve sweatshirt round neck mickey mouse disney print,Top,short sweatshirt sweatshirt short
men,HOODIES_SWEATSHIRTS,sweatshirt crochet pocket,loosefitte sweatshirt round neck short sleeve patch pocket matching crochet,Top,short sweatshirt sweatshirt short
men,HOODIES_SWEATSHIRTS,hatthanan print hoodie,adjustable hoodie long sleeve contrast hatthanan graphic print rib trimszara athleticz,Top,hoodie hoodie long
men,HOODIES_SWEATSHIRTS,technical training sweatshirt,sweatshirt elastic lightweight technical fabric round neck long sleeve rib cuff adjustable hem elastic gore print logo detailzara athleticzview,Top,sweatshirt lightweight sweatshirt long
men,HOODIES_SWEATSHIRTS,oversize hoodie,oversize adjustable hoodie short sleeve pouch pocket,Top,hoodie short hoodie short
men,HOODIES_SWEATSHIRTS,sweatshirt contrast topstitche,loosefitte sweatshirt round neck short sleeve feature contrast topstitche garment,Top,short sweatshirt sweatshirt short
men,HOODIES_SWEATSHIRTS,wash effect hoodie,crop hoodie long sleeve rib cuff fade irregular hem,Top,hoodie hoodie crop long
men,HOODIES_SWEATSHIRTS,hoodie,hoodie cotton nap interior adjustable hood long sleeve pouch pocket rib trim,Top,cotton hood hoodie hoodie long
men,HOODIES_SWEATSHIRTS,crop denim sweatshirt,oversize fit crop fade sweatshirt feature round neck short sleeve irregular trim,Top,denim denim short sweatshirt sweatshirt crop short
men,HOODIES_SWEATSHIRTS,denim tshirt abstract print,lightweight denim tshirt round neckline short sleeve,Top,denim denim short tshirt lightweight short
men,HOODIES_SWEATSHIRTS,vintage fade denim tshirt,tshirt lightweight denim feature round neckline short sleeve vintageeffect fade,Top,denim denim short tshirt lightweight short
men,HOODIES_SWEATSHIRTS,tiedye print sweatshirt,round neck sweatshirt short sleeve irregular trim,Top,short sweatshirt sweatshirt short
men,HOODIES_SWEATSHIRTS,tiedye denim hoodie,denim sweatshirt round neck short sleeve rib trim,Top,denim denim hoodie short sweatshirt hoodie sweatshirt short
men,SWEATERS_CARDIGANS,widefit knit jogger,knit trouser adjustable elasticate waistband pocket rear pocket detail,Top,knit trouser knit
men,SWEATERS_CARDIGANS,mock neck sweater pocket,loosefitte sweater mock neck long sleeve chest patch pocket,Top,sweater sweater long
men,SWEATERS_CARDIGANS,turtleneck sweater,long sleeve turtleneck sweater rib trim,Top,sweater sweater long
men,SWEATERS_CARDIGANS,rib cotton sweater,sweater spin cotton fabric round neck long sleeve rib trim,Top,cotton sweater sweater long
men,SWEATERS_CARDIGANS,texture cableknit sweater,sweater spun cotton blend feature round neckline long sleeve rib trim,Top,cotton sweater sweater long
men,SWEATERS_CARDIGANS,texture crochet sweater,sweater open texture fabric round neck long sleeve rib trim,Top,sweater sweater long
men,SWEATERS_CARDIGANS,stripe knit polo shirt,knit collared polo shirt spin cotton fabric button fasten long sleeve rib trim,Top,cotton knit polo shirt knit long
men,SWEATERS_CARDIGANS,high neck sweater zip,sweater spin cotton high neck zip fastening long sleeve rib trim,Top,cotton sweater sweater long
men,SWEATERS_CARDIGANS,contrast knit polo shirt,collar knit polo shirt contrast button fasten short sleeve rib trim,Top,knit polo shirt short knit short
men,SWEATERS_CARDIGANS,contrast knit tshirt,knit tshirt round neck short sleeve contrast rib detail,Top,knit short tshirt knit short
men,SWEATERS_CARDIGANS,texture contrast cardigan,cardigan spin cotton fabric vneckline short sleeve buttonup,Top,cotton cardigan short cardigan short
men,SWEATERS_CARDIGANS,texture crochet cardigan,cardigan open texture fabric vneck long sleeve rib trim buttonup,Top,cardigan cardigan long
men,SWEATERS_CARDIGANS,geometric print jacquard knit cardigan,collar cardigan spin cotton blend fabric feature long sleeve buttonup,Top,cotton knit cardigan cardigan knit long
men,SWEATERS_CARDIGANS,knit polo shirt zip,knit polo shirt spin cotton fabric lapel collar zip long sleeve rib trim,Top,cotton knit lapel polo shirt knit long
men,SWEATERS_CARDIGANS,knit polo shirt zip,knit polo shirt spin cotton fabric collar zip fasten short sleeve rib trim,Top,cotton knit polo shirt short knit short
men,SWEATERS_CARDIGANS,texture knit polo shirt,loosefitte knit polo shirt spin linen cotton blend fabric feature collar button fasten long sleeve rib trim,Top,cotton knit linen polo shirt knit long
men,SWEATERS_CARDIGANS,texture oversize knit polo shirt,collar oversize knit polo shirt buttonup short sleeve chest patch pocket rib trim,Top,knit polo shirt short knit short
men,SWEATERS_CARDIGANS,texture cotton cardigan,collar cardigan spin cotton long sleeve rib trim button fasten,Top,cotton cardigan cardigan long
men,SWEATERS_CARDIGANS,stripe jacquard cardigan,vneck cardigan spun cotton blend feature long sleeve rib trim buttonup,Top,cotton cardigan cardigan long
men,SWEATERS_CARDIGANS,textured cableknit cardigan,cardigan vneck long sleeve rib trim buttonup,Top,cardigan cardigan long
men,SWEATERS_CARDIGANS,texture crochet cardigan,cardigan open texture fabric round neck long sleeve rib trim buttonup,Top,cardigan cardigan long
men,SWEATERS_CARDIGANS,check jacquard cardigan,vneck cardigan spun cotton viscose blend long sleeve rib trim buttonup,Top,cotton viscose cardigan cardigan long
men,SWEATERS_CARDIGANS,texture oversize vest,oversize knit vest round neck rib trim,Top,knit vest knit
men,SWEATERS_CARDIGANS,button knit waistcoat,vneck knit waistcoat buttonup,Top,knit waistcoat knit
men,SWEATERS_CARDIGANS,boxy fit knit vest,boxy fit knit vest vneck,Top,knit vest knit
men,SWEATERS_CARDIGANS,open knit,long sleeve round neck texture open knit fabric,Top,knit knit long
men,SWEATERS_CARDIGANS,texture mesh sweater,sweater open texture fabric round neck long sleeve,Top,sweater sweater long
men,SWEATERS_CARDIGANS,viscose blend knit polo shirt,collar knit polo shirt spun viscose blend buttonup short sleeve rib trim,Top,knit viscose polo shirt short knit short
men,SWEATERS_CARDIGANS,knit cotton polo shirt,knit polo shirt spin cotton fabric button placket short sleeve rib trim,Top,cotton knit polo shirt short knit short
men,SWEATERS_CARDIGANS,rib knit polo shirt,knit polo shirt spun cotton blend round neck short sleeve,Top,cotton knit polo shirt short knit short
men,SWEATERS_CARDIGANS,knit tshirt viscose,knit tshirt spun viscose blend round neck short sleeve rib trim,Top,knit viscose short tshirt knit short
men,SWEATERS_CARDIGANS,crochet knit shirt,relaxed fit shirt open texture fabric camp collar short sleeve buttonup,Top,knit shirt short knit short
men,SWEATERS_CARDIGANS,patchwork jacquard knit shirt,knit shirt camp collar short sleeve rib trim buttonup,Top,knit shirt short knit short
men,SWEATERS_CARDIGANS,abstract print tulle shirt,relaxed fit shirt semisheer fabric camp collar short sleeve buttonup,Top,semisheer shirt short short
men,SWEATERS_CARDIGANS,texture shirt geometric design,relaxed fit shirt camp collar short sleeve buttonup,Top,shirt short short
men,SWEATERS_CARDIGANS,geometric jacquard knit polo shirt,collar knit polo shirt fasten short sleeve contrast rib trim,Top,knit polo shirt short knit short
men,SWEATERS_CARDIGANS,wave jacquard knit polo shirt,collar knit polo shirt spin cotton blend fabric button placket short sleeve rib trim,Top,cotton knit polo shirt short knit short
men,SWEATERS_CARDIGANS,knit polo shirt abstract print,collar knit polo shirt feature buttonup short sleeve,Top,knit polo shirt short knit short
